order_id,product_id,quantity,line_total
127,3,5,1363.05
128,6,3,1464.15
128,5,2,728.84
128,98,3,652.05
129,23,5,1659.0
130,47,2,638.74
131,68,3,1359.45
132,1,4,122.32
132,14,1,481.51
132,62,1,323.43
133,50,5,1574.0
133,9,3,1195.86
133,78,1,16.52
133,56,1,323.0
134,46,3,929.55
134,37,5,2142.25
135,50,2,629.6
135,58,1,294.96
135,28,4,1231.2
135,49,1,190.43
136,33,5,60.6
136,64,5,1375.4
136,68,5,2265.75
137,60,3,869.58
137,98,5,1086.75
137,87,3,433.83
137,68,3,1359.45
138,100,4,1514.0
138,83,5,1581.65
138,2,1,268.02
139,55,2,79.86
139,94,2,778.64
140,5,3,1093.26
140,94,5,1946.6
141,27,4,1117.64
141,39,5,1198.6
141,45,1,202.26
142,22,2,717.44
143,25,3,1432.98
143,12,4,175.36
143,22,1,358.72
143,32,2,760.26
144,43,4,362.92
145,91,1,495.3
146,56,4,1292.0
147,66,4,784.48
147,26,5,1851.3
148,15,2,837.62
148,72,2,28.04
148,1,3,91.74
148,62,3,970.29
149,32,2,760.26
150,54,3,256.95
151,59,4,1881.64
151,74,2,686.18
152,55,5,199.65
152,57,5,90.6
153,2,2,536.04
153,36,1,25.16
153,28,5,1539.0
154,97,3,1289.73
154,99,3,1130.04
154,28,1,307.8
154,48,4,109.72
155,19,2,164.88
155,83,5,1581.65
156,6,5,2440.25
156,13,1,17.55
156,59,2,940.82
157,26,2,740.52
158,3,5,1363.05
158,67,5,2403.95
159,68,4,1812.6
159,84,2,878.7
159,59,2,940.82
160,57,2,36.24
161,38,5,1766.55
161,6,5,2440.25
161,33,4,48.48
162,22,1,358.72
162,69,5,509.6
162,84,5,2196.75
163,70,5,196.65
163,34,4,249.84
163,52,2,857.92
163,73,1,51.75
164,90,4,1617.52
164,18,3,272.34
164,1,1,30.58
164,3,5,1363.05
165,43,5,453.65
165,41,4,993.4
166,7,5,1302.85
166,45,5,1011.3
167,88,1,92.83
167,36,4,100.64
167,95,3,521.1
168,22,2,717.44
169,75,2,80.48
169,86,5,2013.6
169,37,4,1713.8
170,36,3,75.48
170,80,2,289.04
171,98,2,434.7
171,81,3,190.47
171,51,3,762.15
171,95,3,521.1
172,76,3,488.67
172,86,2,805.44
172,10,4,556.24
172,14,3,1444.53
173,57,1,18.12
173,44,1,219.76
173,69,3,305.76
174,98,1,217.35
174,79,3,1224.48
174,71,4,219.56
174,44,4,879.04
175,63,1,231.84
176,61,5,985.7
176,50,3,944.4
176,58,4,1179.84
177,6,4,1952.2
177,52,4,1715.84
177,92,3,627.75
178,79,4,1632.64
178,26,3,1110.78
178,4,3,961.59
178,11,5,1111.45
179,99,1,376.68
179,28,1,307.8
180,98,3,652.05
180,13,1,17.55
180,22,2,717.44
181,48,3,82.29
182,76,5,814.45
182,65,1,471.03
182,46,3,929.55
182,1,4,122.32
183,28,5,1539.0
184,79,4,1632.64
184,3,4,1090.44
184,14,5,2407.55
184,66,3,588.36
185,5,5,1822.1
185,81,1,63.49
186,98,2,434.7
187,59,1,470.41
187,17,2,414.86
187,5,3,1093.26
187,90,3,1213.14
188,71,5,274.45
188,26,4,1481.04
188,99,2,753.36
189,68,3,1359.45
190,71,5,274.45
191,74,1,343.09
192,34,2,124.92
193,44,3,659.28
193,12,2,87.68
194,36,2,50.32
194,12,1,43.84
195,19,5,412.2
195,32,1,380.13
195,20,2,257.74
195,75,1,40.24
196,8,4,659.44
196,47,5,1596.85
197,98,4,869.4
197,51,3,762.15
197,8,5,824.3
198,77,5,2116.05
198,12,2,87.68
198,4,4,1282.12
199,81,4,253.96
199,27,5,1397.05
200,36,1,25.16
200,1,4,122.32
200,100,4,1514.0
201,16,5,1747.55
201,78,5,82.6
202,63,5,1159.2
202,63,2,463.68
202,81,1,63.49
202,76,1,162.89
203,19,3,247.32
203,86,5,2013.6
204,44,4,879.04
205,92,4,837.0
206,3,3,817.83
207,22,5,1793.6
208,3,3,817.83
209,58,3,884.88
209,27,1,279.41
209,90,2,808.76
209,64,5,1375.4
210,94,2,778.64
210,43,5,453.65
211,58,1,294.96
211,56,1,323.0
211,57,4,72.48
212,88,2,185.66
212,75,4,160.96
212,41,5,1241.75
212,78,5,82.6
213,67,3,1442.37
213,45,1,202.26
213,78,5,82.6
214,65,1,471.03
214,49,3,571.29
214,14,3,1444.53
214,27,4,1117.64
215,92,2,418.5
215,54,4,342.6
215,40,5,267.15
215,37,3,1285.35
216,82,2,699.76
216,68,5,2265.75
216,4,1,320.53
217,67,3,1442.37
217,9,1,398.62
217,77,4,1692.84
218,67,2,961.58
219,4,4,1282.12
219,88,1,92.83
220,26,2,740.52
220,42,4,957.48
220,94,1,389.32
220,79,1,408.16
221,41,4,993.4
221,47,1,319.37
221,58,3,884.88
221,70,4,157.32
222,36,4,100.64
222,2,4,1072.08
222,22,4,1434.88
223,22,2,717.44
224,98,5,1086.75
224,17,5,1037.15
224,99,3,1130.04
225,82,1,349.88
225,23,5,1659.0
226,36,3,75.48
226,57,2,36.24
227,9,3,1195.86
227,32,2,760.26
227,94,4,1557.28
228,8,2,329.72
228,48,2,54.86
228,93,5,945.75
228,34,1,62.46
229,4,3,961.59
229,58,2,589.92
229,34,5,312.3
229,81,2,126.98
230,36,5,125.8
231,23,4,1327.2
232,95,1,173.7
232,8,5,824.3
232,86,5,2013.6
233,23,4,1327.2
233,84,3,1318.05
234,55,4,159.72
235,1,1,30.58
235,90,5,2021.9
236,73,5,258.75
237,21,1,276.87
238,53,3,993.15
238,9,1,398.62
239,17,1,207.43
239,86,4,1610.88
240,51,3,762.15
240,43,2,181.46
240,85,4,1475.44
240,67,3,1442.37
241,74,4,1372.36
241,33,3,36.36
242,85,1,368.86
242,25,2,955.32
243,45,2,404.52
243,21,4,1107.48
244,52,1,428.96
244,5,2,728.84
244,55,5,199.65
245,27,1,279.41
246,55,1,39.93
247,78,2,33.04
247,8,1,164.86
247,59,3,1411.23
248,84,1,439.35
248,54,1,85.65
248,19,5,412.2
249,87,4,578.44
250,29,4,850.8
250,70,1,39.33
250,43,5,453.65
251,26,2,740.52
252,56,3,969.0
252,50,2,629.6
253,34,5,312.3
253,78,1,16.52
253,70,2,78.66
254,28,5,1539.0
254,4,2,641.06
254,100,3,1135.5
255,7,5,1302.85
256,49,4,761.72
257,27,5,1397.05
257,97,4,1719.64
257,60,5,1449.3
257,18,5,453.9
258,66,5,980.6
258,86,3,1208.16
258,100,5,1892.5
259,65,3,1413.09
259,79,1,408.16
259,1,4,122.32
259,79,4,1632.64
260,20,1,128.87
260,13,4,70.2
260,68,2,906.3
260,95,4,694.8
261,41,5,1241.75
261,70,2,78.66
261,97,3,1289.73
261,40,4,213.72
262,78,3,49.56
262,55,5,199.65
262,25,3,1432.98
263,71,4,219.56
263,3,4,1090.44
264,87,5,723.05
265,94,5,1946.6
266,16,5,1747.55
266,54,1,85.65
266,28,1,307.8
267,42,4,957.48
267,87,1,144.61
267,38,2,706.62
267,54,2,171.3
268,4,4,1282.12
269,98,5,1086.75
270,31,1,181.21
271,10,1,139.06
272,63,4,927.36
272,18,3,272.34
273,78,1,16.52
273,76,5,814.45
273,47,1,319.37
273,61,5,985.7
274,23,4,1327.2
274,39,3,719.16
275,23,2,663.6
275,65,1,471.03
275,95,1,173.7
276,4,3,961.59
276,61,4,788.56
276,63,4,927.36
277,13,3,52.65
277,18,2,181.56
277,14,5,2407.55
278,57,5,90.6
278,17,1,207.43
278,10,2,278.12
279,9,1,398.62
279,75,4,160.96
279,28,4,1231.2
279,42,1,239.37
280,66,5,980.6
280,40,1,53.43
280,56,1,323.0
281,25,1,477.66
282,22,1,358.72
282,31,1,181.21
282,3,3,817.83
282,91,3,1485.9
283,24,2,287.14
283,64,1,275.08
284,21,2,553.74
284,78,2,33.04
284,31,5,906.05
285,87,2,289.22
285,95,1,173.7
286,83,2,632.66
286,87,4,578.44
287,22,3,1076.16
287,51,3,762.15
287,25,3,1432.98
287,32,5,1900.65
288,48,4,109.72
288,81,2,126.98
288,60,5,1449.3
288,47,2,638.74
289,39,3,719.16
289,46,3,929.55
290,28,5,1539.0
291,17,2,414.86
291,86,5,2013.6
292,29,5,1063.5
292,32,4,1520.52
293,4,4,1282.12
293,100,2,757.0
293,73,3,155.25
293,21,1,276.87
294,67,5,2403.95
295,67,4,1923.16
296,78,2,33.04
296,72,4,56.08
296,37,5,2142.25
297,38,4,1413.24
297,68,3,1359.45
297,77,2,846.42
298,11,2,444.58
299,91,3,1485.9
299,84,4,1757.4
299,10,4,556.24
299,66,4,784.48
300,25,2,955.32
300,49,3,571.29
300,29,4,850.8
301,11,2,444.58
301,23,2,663.6
302,85,3,1106.58
302,51,1,254.05
302,89,5,1882.75
303,92,3,627.75
303,75,1,40.24
303,46,1,309.85
304,91,3,1485.9
304,79,3,1224.48
305,20,4,515.48
305,56,2,646.0
305,33,2,24.24
305,95,5,868.5
306,77,1,423.21
307,45,2,404.52
307,82,5,1749.4
307,50,1,314.8
308,94,1,389.32
309,34,4,249.84
309,15,5,2094.05
309,69,3,305.76
309,65,3,1413.09
310,50,1,314.8
311,47,4,1277.48
311,62,1,323.43
312,19,3,247.32
312,31,1,181.21
313,47,5,1596.85
313,88,5,464.15
313,5,5,1822.1
313,57,5,90.6
314,54,5,428.25
314,31,1,181.21
315,46,5,1549.25
315,2,5,1340.1
315,97,4,1719.64
316,85,3,1106.58
316,86,3,1208.16
316,100,5,1892.5
316,100,2,757.0
317,2,4,1072.08
317,84,2,878.7
317,26,3,1110.78
318,80,5,722.6
318,46,5,1549.25
319,13,2,35.1
319,20,4,515.48
319,22,5,1793.6
320,85,5,1844.3
320,2,5,1340.1
320,77,1,423.21
321,45,4,809.04
321,28,4,1231.2
321,52,3,1286.88
322,78,5,82.6
322,61,1,197.14
323,31,2,362.42
323,87,4,578.44
323,51,4,1016.2
323,75,2,80.48
324,50,4,1259.2
324,86,5,2013.6
324,29,2,425.4
325,28,3,923.4
325,6,1,488.05
326,45,2,404.52
326,47,2,638.74
326,79,1,408.16
326,47,1,319.37
327,9,2,797.24
327,22,2,717.44
327,36,3,75.48
328,56,3,969.0
329,37,3,1285.35
329,7,2,521.14
330,39,3,719.16
331,64,1,275.08
331,51,5,1270.25
331,1,1,30.58
331,69,5,509.6
332,32,1,380.13
333,50,5,1574.0
334,82,5,1749.4
334,9,4,1594.48
334,69,2,203.84
335,79,3,1224.48
335,36,3,75.48
335,60,4,1159.44
336,80,2,289.04
336,15,4,1675.24
336,20,4,515.48
336,33,5,60.6
337,35,1,27.77
337,90,1,404.38
337,92,1,209.25
337,30,2,255.26
338,43,2,181.46
338,2,3,804.06
338,21,1,276.87
339,11,1,222.29
340,5,2,728.84
341,41,3,745.05
341,3,1,272.61
341,53,3,993.15
342,46,3,929.55
342,47,4,1277.48
343,80,4,578.08
344,33,1,12.12
344,14,5,2407.55
344,52,1,428.96
345,59,2,940.82
345,12,4,175.36
345,97,2,859.82
345,81,3,190.47
346,9,1,398.62
346,88,3,278.49
347,39,3,719.16
347,28,1,307.8
347,44,4,879.04
348,78,1,16.52
348,70,1,39.33
348,81,3,190.47
348,56,4,1292.0
349,58,4,1179.84
349,94,1,389.32
349,35,4,111.08
349,76,3,488.67
350,50,1,314.8
350,69,5,509.6
350,86,2,805.44
351,22,4,1434.88
351,77,1,423.21
351,26,3,1110.78
352,15,3,1256.43
352,68,3,1359.45
352,13,3,52.65
353,78,5,82.6
353,80,3,433.56
353,49,2,380.86
354,56,4,1292.0
354,34,3,187.38
354,46,3,929.55
354,56,4,1292.0
355,72,2,28.04
355,87,4,578.44
356,26,4,1481.04
357,46,3,929.55
358,69,3,305.76
359,15,5,2094.05
359,88,5,464.15
360,59,4,1881.64
360,82,4,1399.52
360,6,1,488.05
360,49,5,952.15
361,58,4,1179.84
361,81,2,126.98
361,25,1,477.66
361,71,2,109.78
362,84,4,1757.4
362,75,4,160.96
362,25,1,477.66
362,100,1,378.5
363,30,5,638.15
363,80,2,289.04
363,38,3,1059.93
363,97,5,2149.55
364,3,2,545.22
364,11,2,444.58
364,87,3,433.83
364,2,3,804.06
365,63,4,927.36
365,2,2,536.04
365,39,3,719.16
366,98,3,652.05
366,27,3,838.23
366,78,2,33.04
366,26,2,740.52
367,88,4,371.32
368,99,5,1883.4
369,3,2,545.22
369,65,1,471.03
370,54,5,428.25
370,14,4,1926.04
371,11,3,666.87
371,88,4,371.32
371,64,5,1375.4
371,20,1,128.87
372,74,2,686.18
373,77,3,1269.63
373,50,3,944.4
373,22,4,1434.88
374,38,2,706.62
374,58,4,1179.84
374,71,4,219.56
374,58,5,1474.8
375,41,2,496.7
375,84,5,2196.75
375,17,4,829.72
376,44,1,219.76
376,91,4,1981.2
376,27,3,838.23
376,42,4,957.48
377,8,5,824.3
377,66,3,588.36
377,71,5,274.45
378,11,3,666.87
378,33,5,60.6
378,68,4,1812.6
378,80,3,433.56
379,18,3,272.34
379,9,5,1993.1
380,28,4,1231.2
380,50,5,1574.0
380,62,5,1617.15
380,97,3,1289.73
381,33,1,12.12
381,50,3,944.4
381,36,3,75.48
382,37,2,856.9
382,8,3,494.58
382,54,5,428.25
383,8,1,164.86
383,53,2,662.1
383,23,2,663.6
384,18,2,181.56
384,26,5,1851.3
385,84,4,1757.4
385,57,2,36.24
385,18,3,272.34
385,2,1,268.02
386,89,1,376.55
386,66,5,980.6
386,52,4,1715.84
387,63,5,1159.2
387,81,4,253.96
388,46,4,1239.4
388,89,1,376.55
389,54,4,342.6
389,79,1,408.16
390,89,3,1129.65
390,83,1,316.33
391,92,4,837.0
391,42,5,1196.85
391,55,2,79.86
392,31,4,724.84
392,39,4,958.88
392,65,1,471.03
393,2,1,268.02
394,81,1,63.49
395,88,4,371.32
395,16,5,1747.55
395,65,5,2355.15
396,39,4,958.88
396,61,4,788.56
397,24,3,430.71
397,28,5,1539.0
397,79,2,816.32
397,60,2,579.72
398,61,5,985.7
399,54,4,342.6
399,31,2,362.42
399,44,5,1098.8
399,32,2,760.26
400,57,3,54.36
400,15,1,418.81
400,16,3,1048.53
401,72,4,56.08
401,95,2,347.4
402,70,2,78.66
402,10,3,417.18
402,80,5,722.6
403,78,3,49.56
403,64,4,1100.32
404,100,1,378.5
404,7,4,1042.28
404,61,3,591.42
405,91,3,1485.9
405,71,5,274.45
405,7,5,1302.85
405,13,2,35.1
406,43,3,272.19
406,37,3,1285.35
407,53,3,993.15
407,88,3,278.49
408,74,5,1715.45
408,29,2,425.4
408,56,3,969.0
409,2,1,268.02
410,95,3,521.1
410,85,3,1106.58
410,56,2,646.0
410,26,1,370.26
411,30,4,510.52
411,97,3,1289.73
411,54,2,171.3
412,74,2,686.18
412,51,5,1270.25
413,16,3,1048.53
413,4,5,1602.65
413,9,2,797.24
413,46,2,619.7
414,66,3,588.36
414,99,3,1130.04
415,11,3,666.87
415,61,3,591.42
415,5,4,1457.68
415,66,1,196.12
416,78,5,82.6
416,69,5,509.6
416,7,2,521.14
416,46,2,619.7
417,10,1,139.06
417,78,3,49.56
418,50,5,1574.0
418,93,1,189.15
418,78,5,82.6
419,35,3,83.31
419,33,2,24.24
420,18,5,453.9
420,38,2,706.62
420,44,2,439.52
420,61,4,788.56
421,100,3,1135.5
422,61,4,788.56
422,68,4,1812.6
422,91,1,495.3
422,83,3,948.99
423,39,5,1198.6
423,77,4,1692.84
423,39,3,719.16
424,29,5,1063.5
424,96,5,2328.6
425,73,5,258.75
425,53,3,993.15
426,12,3,131.52
426,3,3,817.83
426,10,1,139.06
427,81,5,317.45
428,26,3,1110.78
428,32,1,380.13
429,33,3,36.36
430,35,1,27.77
431,27,5,1397.05
431,94,1,389.32
431,68,3,1359.45
431,10,3,417.18
432,12,5,219.2
432,39,1,239.72
432,84,2,878.7
432,7,4,1042.28
433,61,5,985.7
433,7,2,521.14
433,27,1,279.41
434,42,5,1196.85
434,23,2,663.6
434,18,5,453.9
435,62,5,1617.15
436,97,3,1289.73
436,13,1,17.55
437,100,5,1892.5
437,100,4,1514.0
437,47,1,319.37
438,98,5,1086.75
438,32,1,380.13
438,48,4,109.72
439,52,5,2144.8
439,41,4,993.4
440,45,4,809.04
440,36,5,125.8
441,75,5,201.2
442,79,2,816.32
443,58,3,884.88
443,7,3,781.71
443,68,4,1812.6
443,36,3,75.48
444,85,2,737.72
444,20,4,515.48
444,82,1,349.88
444,25,4,1910.64
445,58,5,1474.8
445,3,5,1363.05
445,44,2,439.52
445,31,3,543.63
446,98,1,217.35
447,85,1,368.86
447,5,1,364.42
447,46,5,1549.25
448,19,4,329.76
448,47,2,638.74
449,76,2,325.78
449,35,2,55.54
449,7,5,1302.85
450,91,4,1981.2
450,56,4,1292.0
450,2,2,536.04
450,70,4,157.32
451,72,4,56.08
451,85,1,368.86
452,25,5,2388.3
452,73,2,103.5
452,62,5,1617.15
453,46,3,929.55
453,84,4,1757.4
453,1,5,152.9
454,61,3,591.42
454,9,4,1594.48
454,39,3,719.16
455,6,4,1952.2
455,82,4,1399.52
456,6,5,2440.25
456,22,2,717.44
456,59,4,1881.64
456,5,2,728.84
457,88,1,92.83
457,65,2,942.06
458,74,3,1029.27
458,66,4,784.48
458,19,5,412.2
458,67,2,961.58
459,45,5,1011.3
459,3,3,817.83
459,50,5,1574.0
459,54,3,256.95
460,100,3,1135.5
460,45,2,404.52
460,54,4,342.6
461,40,4,213.72
461,28,3,923.4
461,7,1,260.57
462,8,2,329.72
463,90,3,1213.14
463,16,5,1747.55
463,73,3,155.25
464,49,4,761.72
464,45,2,404.52
465,33,2,24.24
465,11,5,1111.45
465,16,5,1747.55
465,35,2,55.54
466,57,2,36.24
466,60,4,1159.44
466,84,4,1757.4
467,79,4,1632.64
467,47,4,1277.48
467,80,3,433.56
467,8,2,329.72
468,58,5,1474.8
469,42,2,478.74
469,18,1,90.78
469,28,3,923.4
469,7,2,521.14
470,26,2,740.52
470,7,2,521.14
470,42,1,239.37
470,1,3,91.74
471,24,1,143.57
471,90,4,1617.52
472,28,1,307.8
472,78,1,16.52
473,37,1,428.45
473,81,1,63.49
473,16,3,1048.53
473,32,2,760.26
474,24,4,574.28
474,15,4,1675.24
474,54,2,171.3
475,93,4,756.6
475,72,2,28.04
475,100,5,1892.5
476,29,2,425.4
476,33,2,24.24
477,99,3,1130.04
478,57,5,90.6
478,30,1,127.63
478,69,4,407.68
479,53,4,1324.2
479,43,2,181.46
479,17,1,207.43
479,74,4,1372.36
480,39,1,239.72
480,62,1,323.43
480,6,1,488.05
480,11,4,889.16
481,33,3,36.36
481,97,1,429.91
481,68,2,906.3
481,58,3,884.88
482,3,3,817.83
482,7,1,260.57
483,67,1,480.79
483,10,2,278.12
483,56,5,1615.0
484,18,2,181.56
484,30,5,638.15
484,64,5,1375.4
484,33,3,36.36
485,12,1,43.84
485,48,3,82.29
486,30,2,255.26
486,52,1,428.96
487,64,3,825.24
487,94,2,778.64
488,69,5,509.6
488,5,4,1457.68
489,12,3,131.52
489,13,1,17.55
489,51,1,254.05
490,55,3,119.79
491,53,4,1324.2
491,81,5,317.45
492,19,5,412.2
493,97,2,859.82
493,43,1,90.73
493,78,4,66.08
493,70,1,39.33
494,52,4,1715.84
495,92,4,837.0
495,26,3,1110.78
495,61,2,394.28
496,53,1,331.05
496,79,1,408.16
496,98,1,217.35
497,30,2,255.26
497,19,4,329.76
497,35,1,27.77
497,37,3,1285.35
498,80,3,433.56
498,32,5,1900.65
498,5,2,728.84
499,3,4,1090.44
499,93,1,189.15
500,83,4,1265.32
500,76,4,651.56
500,78,1,16.52
500,82,2,699.76
501,37,3,1285.35
501,80,1,144.52
501,64,5,1375.4
502,36,3,75.48
502,65,5,2355.15
502,94,1,389.32
503,100,5,1892.5
503,66,2,392.24
503,90,4,1617.52
503,23,5,1659.0
504,88,2,185.66
504,87,2,289.22
504,54,1,85.65
505,71,4,219.56
506,95,4,694.8
506,58,3,884.88
506,45,2,404.52
507,82,1,349.88
507,6,5,2440.25
507,67,4,1923.16
508,93,4,756.6
509,80,5,722.6
509,6,4,1952.2
509,35,4,111.08
510,89,3,1129.65
510,17,2,414.86
511,56,4,1292.0
512,32,4,1520.52
512,93,3,567.45
512,2,3,804.06
512,89,4,1506.2
513,33,4,48.48
513,61,4,788.56
513,39,1,239.72
513,53,2,662.1
514,22,4,1434.88
514,46,2,619.7
514,29,1,212.7
515,49,4,761.72
515,100,2,757.0
515,49,3,571.29
516,39,4,958.88
517,71,2,109.78
517,7,5,1302.85
517,72,3,42.06
518,95,2,347.4
518,77,4,1692.84
518,42,2,478.74
518,27,1,279.41
519,85,4,1475.44
519,38,3,1059.93
520,50,2,629.6
520,83,1,316.33
521,35,4,111.08
521,8,5,824.3
521,71,5,274.45
521,93,4,756.6
522,88,5,464.15
523,53,1,331.05
523,12,4,175.36
524,35,1,27.77
525,50,2,629.6
525,51,3,762.15
525,66,2,392.24
525,54,1,85.65
526,38,2,706.62
526,95,1,173.7
526,61,3,591.42
527,15,1,418.81
527,88,4,371.32
527,92,4,837.0
527,54,4,342.6
528,83,4,1265.32
529,13,1,17.55
529,67,2,961.58
529,67,1,480.79
529,40,4,213.72
530,35,3,83.31
531,5,2,728.84
532,54,3,256.95
533,73,2,103.5
534,88,1,92.83
534,49,4,761.72
535,85,4,1475.44
535,4,5,1602.65
536,87,4,578.44
536,78,5,82.6
536,35,1,27.77
536,60,4,1159.44
537,78,1,16.52
537,28,5,1539.0
537,55,2,79.86
538,56,5,1615.0
538,94,4,1557.28
